"","...1","date","locality","startTime","endTime","windowCount","window","plantID","plantSpecies","pollinatorSpecies","pollinatorID","inflorescencesVisited","Inflorescences total","notes","observers","year","month","day","treatment","beach","city","latitude","longitude","funcgroup","status","plantStatus","hoursperday","visitsperhr"
"815",1115,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,9,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.285714285714286
"816",1116,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,9,NA,"Bidens alba","Microbembex monodonta",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.5,0.285714285714286
"817",1117,2015-03-08,"1",1899-12-31 08:30:00,1899-12-31 12:00:00,9,9,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,8,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.5,0.285714285714286
"818",1118,2015-03-06,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,8,NA,NA,"Maria Arroyo",2015,3,6,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,4
"819",1119,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,1,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,0.5
"820",1120,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"821",1121,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,1,NA,"Chrysobalanus icaco","Apis mellifera",NA,5,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,2.5
"822",1122,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,1,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,4,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2
"823",1123,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,1,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,5,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2.5
"824",1124,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Stictia signata",NA,4,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2
"825",1125,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Apis mellifera",NA,1,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,0.5
"826",1126,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,5
"827",1127,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Apis mellifera",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1.5
"828",1128,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,5
"829",1129,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Apis mellifera",NA,8,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,4
"830",1130,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,4,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2
"831",1131,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,2,NA,"Chrysobalanus icaco","Apis mellifera",NA,8,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,4
"832",1132,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Apis mellifera",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1.5
"833",1133,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,1,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,0.5
"834",1134,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Stictia signata",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,1.5
"835",1135,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,6,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,3
"836",1136,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Stictia signata",NA,1,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,0.5
"837",1137,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,4,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2
"838",1138,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,3,NA,"Chrysobalanus icaco","Apis mellifera",NA,6,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,3
"839",1139,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"840",1140,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,1.5
"841",1141,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,1.5
"842",1142,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,6,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,3
"843",1143,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"844",1144,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,4,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2
"845",1145,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Apis mellifera",NA,8,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,4
"846",1146,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,4,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,2
"847",1147,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,4,NA,"Chrysobalanus icaco","Campsomeris trifasciata",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",2,5
"848",1148,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"849",1149,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"850",1150,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"851",1151,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"852",1152,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"853",1153,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"854",1154,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"855",1155,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"856",1156,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"857",1157,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"858",1158,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,5,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"859",1159,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"860",1160,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"861",1161,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"862",1162,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"863",1163,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"864",1164,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"865",1165,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1.5
"866",1166,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"867",1167,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,2,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1
"868",1168,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"869",1169,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,5,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,2.5
"870",1170,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"871",1171,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,6,NA,"Coccoloba uvifera","Apis mellifera",NA,2,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1
"872",1172,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,7,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"873",1173,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,7,NA,"Coccoloba uvifera","Apis mellifera",NA,2,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1
"874",1174,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,7,NA,"Coccoloba uvifera","Apis mellifera",NA,3,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,1.5
"875",1175,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,7,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"876",1176,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,7,NA,"Coccoloba uvifera","Apis mellifera",NA,10,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,5
"877",1177,2015-03-15,"1",1899-12-31 08:15:00,1899-12-31 10:15:00,7,7,NA,"Coccoloba uvifera","Apis mellifera",NA,5,NA,NA,"Maria Arroyo",2015,3,15,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2,2.5
"878",1178,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,1.28571428571429
"879",1179,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,3
"880",1180,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,5,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,2.14285714285714
"881",1181,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"882",1182,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,1.71428571428571
"883",1183,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Palpada vinetorum",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","fly","native","native",2.33333333333333,4.28571428571429
"884",1184,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,1.28571428571429
"885",1185,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"886",1186,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,1,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"887",1187,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"888",1188,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,0.857142857142857
"889",1189,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"890",1190,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,2,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,0.857142857142857
"891",1191,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"892",1192,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"893",1193,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"894",1194,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,1.28571428571429
"895",1195,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
"896",1196,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,2,NA,"Lantana involucrata","Palpada vinetorum",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","fly","native","native",2.33333333333333,4.28571428571429
"897",1197,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,3,NA,"Lantana involucrata","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,3
"898",1198,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,3,NA,"Lantana involucrata","Palpada vinetorum",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","fly","native","native",2.33333333333333,4.28571428571429
"899",1199,2015-03-22,"1",1899-12-31 08:30:00,1899-12-31 10:50:00,9,3,NA,"Lantana involucrata","Apis mellifera",NA,10,NA,NA,"Joel Gonzalez, Maria Arroyo",2015,3,22,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.33333333333333,4.28571428571429
